product_id,product_name,product_type,product_quanity,product_price,total_products
2219,Sis White Sugar,Salt & Sugar,1 kg,৳ 235,94
2220,Canderel Sugar,Salt & Sugar,75 gm,৳ 300,53
2221,Premium Grade French Celtic Sea Salt 250 g,Salt & Sugar,,৳ 494,24
2301,Teer Whole Wheat Atta,Diabetic Food,2 kg,৳ 82,121
2302,Bisk Club Sugar Free Cracker Biscuit,Diabetic Food,180 gm,৳ 50,123
2303,Saffola Active Oil (Blended Edible Vegetable Oil),Diabetic Food,5 ltr,৳ 940,120
2304,Danish Nutri Rich Diabetic Biscuits,Diabetic Food,210 gm,৳ 75,137
2305,Quaker Oats Australia,Diabetic Food,1 kg,৳ 575,180
2306,Purnava Chinigo Premium Sweetener 30 Sachets,Diabetic Food,,৳ 120,200
2307,Purnava Low G.I. Rice,Diabetic Food,5 kg,৳ 552,45
2308,Finlays Pure Green Tea Box,Diabetic Food,125 gm,৳ 85,8
2309,Lipton Green Tea Bag Pure & Light,Diabetic Food,25 pcs,৳ 120,145
2310,Mentos Pure Fresh Chewing Sugarfree Gum (Green Tea Fresh Mint),Diabetic Food,29.7 gm,৳ 110,83
2311,Zero Cal Box 150 Sachets,Diabetic Food,,৳ 320,73
2312,Wrigley's Eclipse Sugar Free Peppermint 50 pcs,Diabetic Food,35 gm,৳ 185,157
2313,Halda Valley Dragon Well Green Tea,Diabetic Food,55 gm,৳ 475,179
2314,Zero Cal Box 75 Sachets,Diabetic Food,,৳ 185,89
2315,Suger Free Sugar Lite Pouch,Diabetic Food,500 gm,৳ 152,86
2316,Quaker Instant Oatmeal Jar,Diabetic Food,1 kg,৳ 650,80
2317,Equal Stevia Sugar 200 Tablets,Diabetic Food,,৳ 375,118
2318,Well Food Sugar Free Cookies,Diabetic Food,300 gm,৳ 220,193
2319,Equal Gold Sticks with Free Container (50X.08 gm),Diabetic Food,40 gm,৳ 150,179
2320,Twinings Green Tea & Lemon 25 bags,Diabetic Food,,৳ 450,73
2321,IKO Sugar Free Oatmeal Crackers 9 Grains,Diabetic Food,220 gm,৳ 430,99
2322,PRAN Sugar Free Orange Jelly,Diabetic Food,500 gm,৳ 190,7
2323,Lowan Whole Grain Rolled Oats,Diabetic Food,1 kg,৳ 975,52
2324,Ensure Diabetes Care Adult Nutrition Health Drink,Diabetic Food,400 gm,৳ 947,33
2325,Equal Sugar 100 Tablets,Diabetic Food,,৳ 130,108
2326,Suger Free Sugar Lite Jar,Diabetic Food,500 gm,৳ 198,149
2327,Halda Valley Dragon Well Green Tea,Diabetic Food,30 gm,৳ 265,157
2328,Vitalia Sugar Free Corn Flakes,Diabetic Food,300 gm,৳ 465,63
2329,Zero Cal Box (50 Pcs Free) 150 Sachets,Diabetic Food,,৳ 320,15
2330,IKO Premium Sugar Free Oatmeal Crackers Original,Diabetic Food,178 gm,৳ 345,155
2331,Canderel Calorie Sweetener Jar,Diabetic Food,40 gm,৳ 155,127
2332,Tiffany Sugar free Orange Flavored Cream Biscuits,Diabetic Food,162 gm,৳ 270,190
2333,Canderel Sugar 100 Tablets,Diabetic Food,,৳ 130,145
2334,ACI Nutrilife Low GI Rice,Diabetic Food,1 kg,৳ 130,88
2335,Suito Calorie & Fat Free Sweetener Tablets,Diabetic Food,100 pcs,৳ 135,17
2336,Canderel Sugar Jar,Diabetic Food,75 gm,৳ 280,77
2337,Stute Fine Cut Diabetic Orange Extra Marmalade,Diabetic Food,430 gm,৳ 365,153
2338,Suito Calorie & Fat Free Sweetener Box 50 Sachets,Diabetic Food,,৳ 175,147
2339,Orion Dr. Xylitol Sugar Free Melon Mint Candy Green Tea,Diabetic Food,32 gm,৳ 175,188
2340,Canderel Sugar,Diabetic Food,75 gm,৳ 300,73
2341,Britannia Nutri Choice Sugar Free Crackers Biscuit,Diabetic Food,300 gm,৳ 130,118
2342,Stevia Leaves Sweetener,Diabetic Food,100 gm,৳ 650,163
4301,RFL Click 4 Socket Multiplug (2 Pin),Lights & Electrical,each,৳ 585,149
4302,Miyako Electric Auto Kettle,Lights & Electrical,each,"৳ 1,050",131
4303,Blaze Energy Saving Daylight Bulb (Pin) 15 w,Lights & Electrical,,৳ 265,184
4304,Super Star LED Light White 15 W (Screw),Lights & Electrical,,৳ 350,81
4305,Super Star LED Light White 18 W (Screw),Lights & Electrical,,৳ 400,167
4306,BSM Half Spiral Energy Light (Screw) 30 Watt,Lights & Electrical,,৳ 331,88
4307,Super Star LED Light White 18 W (Pin),Lights & Electrical,,৳ 400,25
4308,Blaze Energy Saving Daylight (Pin) 26 w,Lights & Electrical,,৳ 310,46
4309,BSM Half Spiral Energy Light (Pin) 30 Watt,Lights & Electrical,,৳ 331,184
4310,many 3 Socket Power Converter Multi Plug (3 Pin),Lights & Electrical,each,৳ 450,158
4311,BSM Cup Shape LED Bulb (Screw) 15 Watt,Lights & Electrical,,৳ 300,188
4312,BSM Cup Shape LED Bulb (Pin) 15 Watt,Lights & Electrical,,৳ 300,119
4313,Transcend 16 GB USB 3.0 Pen Drive,Lights & Electrical,each,৳ 650,161
4314,BSM Cup Shape LED Bulb (Pin) 18 Watt,Lights & Electrical,,৳ 350,159
4315,Blaze Energy Saving Daylight (Pin) 30 w,Lights & Electrical,,৳ 300,51
4316,BSM Cup Shape LED Bulb (Screw) 18 Watt,Lights & Electrical,,৳ 350,96
4317,BSM Lotus Energy Light (Screw) 35 Watt,Lights & Electrical,,৳ 397,57
4318,BSM Half Spiral Energy Light (Pin) 40 Watt,Lights & Electrical,,৳ 419,157
4319,Bright Star Rechargeable SMD Torch Light,Lights & Electrical,each,৳ 570,159
4320,RFL Click 3 Socket Multiplug (2 Pin),Lights & Electrical,each,৳ 585,179
4321,Supermoon LED Rechargeable Emergency Light,Lights & Electrical,each,৳ 600,102
4322,Blaze Led Rechargeable Lamp (BLZ-5706),Lights & Electrical,each,৳ 750,188
4323,BSM Lotus Energy Light (Screw) 45 Watt,Lights & Electrical,,৳ 569,24
4324,RFL Vigo Fan Heater (2000 W),Lights & Electrical,each,"৳ 1,300",95
4325,Blaze Energy Saving Daylight (Pin) 23 w,Lights & Electrical,,৳ 295,98
4326,BSM Half Spiral Energy Light (Screw) 40 Watt,Lights & Electrical,,৳ 419,199
4327,RFL Click Room Comforter Homey,Lights & Electrical,each,"৳ 1,300",196
4328,Sunlite Super Econo Flash Light,Lights & Electrical,each,৳ 220,78
4329,BSM Back Up LED Bulb (Screw) 18 Watt,Lights & Electrical,,৳ 499,6
4330,BSM Back Up LED Bulb (Pin) 18 Watt,Lights & Electrical,,৳ 499,103
4401,Sewing Thread Box Set,Tools & Hardware,each,৳ 140,163
4402,Feather Paint Brush,Tools & Hardware,each,৳ 35,156
4403,Roasting Clamp Stainless Steel 9" Kitchen Tool,Tools & Hardware,each,৳ 100,117
4404,Nail Cutter,Tools & Hardware,each,৳ 115,58
4405,Philips Tester 3.5X52 mm,Tools & Hardware,,৳ 25,29
4406,SME Ball Peen Big Hammer 550 gm (China),Tools & Hardware,,৳ 190,115
4407,HMBR (3mmX10ft) Measurement Tape (USA),Tools & Hardware,,৳ 140,171
4408,Can & Bottle Opener,Tools & Hardware,each,৳ 280,50
4409,Hibo Side Cutting Pliers 8"x 200 mm,Tools & Hardware,,৳ 120,129
4410,Jackly Hardware Tools,Tools & Hardware,each,৳ 145,35
4411,Steel Wire (22"x6") Wall 6 Hook Brown Hanger (China),Tools & Hardware,each,৳ 280,104
4412,Mobaj Premium 7 Levers Lock (India),Tools & Hardware,,৳ 460,6
4413,HMBR Top Security Pad Lock,Tools & Hardware,each,৳ 295,60
4414,Jumbo Plane Cricket Tennis Ball,Tools & Hardware,3 pcs,৳ 90,173
4415,Umbrella Black Auto Open Wind Proof,Tools & Hardware,each,৳ 415,36
4416,Angel Bear Toothbrush Holder (Cream),Tools & Hardware,,৳ 210,172
4417,Fujimoto Long Nose Pliers,Tools & Hardware,1 pc,৳ 175,50
4418,Screw Driver 9" Hexagon Blade 2 in 1 (China),Tools & Hardware,,৳ 85,48
4419,Skimming Spoon,Tools & Hardware,each,৳ 150,97
4420,Camel Glue Gun 80 W GG-5 Machine,Tools & Hardware,each,৳ 320,52
4421,Golden Wing Badminton (GW 907),Tools & Hardware,each,৳ 520,46
4422,RFL Weighting Scale,Tools & Hardware,each,"৳ 1,000",198
4423,Stainless Steel Rice Spoon,Tools & Hardware,each,৳ 150,197
4424,AFO Fire Extinguishers Ball,Tools & Hardware,each,"৳ 1,580",141
4425,Cutting Pliers China,Tools & Hardware,each,৳ 200,27
4426,Golden Wings Badminton Cork 1 Box,Tools & Hardware,12 pcs,৳ 480,117
5201,Dettol Antiseptic Liquid (Brown) Single Pack,First Aid,500 ml,৳ 155,110
5202,Smc Orsaline-N,First Aid,20 pcs,৳ 100,185
5203,Dettol Antiseptic Liquid (Brown) Single Pack,First Aid,100 ml,৳ 48,120
5204,Cute Krack Cream,First Aid,45 gm,৳ 50,86
5205,Hot Water Bottle with Cover,First Aid,each,৳ 165,174
5206,ENO Lemon Flavor (5 gm*5),First Aid,5 pcs,৳ 65,49
5207,Dettol Antiseptic Liquid (Brown) Single Pack,First Aid,5 ltr,"৳ 1,220",94
5208,Glaxose D Pack,First Aid,200 gm,৳ 90,125
5209,ENO Cola Flavor (5 Gm*5),First Aid,5 pcs,৳ 80,107
5210,Moov Pain Relief Spray,First Aid,35 gm,৳ 235,172
5211,Moov Pain Relief Cream,First Aid,30 gm,৳ 185,73
5212,ENO Orange Flavor (5 gm*5),First Aid,5 pcs,৳ 80,38
5213,Zandu Balm,First Aid,8 ml,৳ 100,86
5214,Glaxose D Pack (BIC),First Aid,400 gm,৳ 155,114
5215,SMC BOLT Glucose Powder,First Aid,200 gm,৳ 70,187
5216,Neobun Gel Analgesic plaster (Cool),First Aid,each,৳ 300,10
6201,Dish Washing Scrubbing Pad,Cleaning Accessories,each,৳ 25,16
6202,Flower Broom (Ful Jharu),Cleaning Accessories,each,৳ 55,188
6203,Stainless Steel Scourer,Cleaning Accessories,4 pcs,৳ 40,63
6204,Trash Bag Black,Cleaning Accessories,12 pcs,৳ 150,31
6205,Worki Na Smieci Trash Bag Black (60 L),Cleaning Accessories,20 pcs,৳ 120,39
6206,ACI Wonder Stainless Steel Scrubber,Cleaning Accessories,each,৳ 25,124
6207,Dish Washing Plastic Sponge Multi Color,Cleaning Accessories,5 pcs,৳ 75,142
6208,Big Broom 31" (Shola),Cleaning Accessories,each,৳ 45,109
6209,Floor Hand Brush 6" Local,Cleaning Accessories,each,৳ 70,109
6210,Rok Steel Scourer,Cleaning Accessories,each,৳ 28,176
6211,Winmed Latex Examination Gloves (Malaysia),Cleaning Accessories,100 pcs,৳ 380,50
6212,Basin Curve Clean Brush,Cleaning Accessories,each,৳ 50,137
6213,Npoly Design Mug 2 ltr (Blue),Cleaning Accessories,,৳ 38,41
6214,Npoly Dust Pan 8x6 inch (Red),Cleaning Accessories,,৳ 28,120
6215,Comode Handle Box Brush 23",Cleaning Accessories,each,৳ 160,197
6216,Glass Wiper Spray(10x10 inch) China,Cleaning Accessories,each,৳ 140,179
6217,Floor Cleaning Printed Wiper (45"x12") Mop (China),Cleaning Accessories,each,৳ 200,88
6218,Cloth Pin 4 Colour (China),Cleaning Accessories,16 pcs,৳ 85,161
6219,Comode Long Handle Clean Brush China,Cleaning Accessories,each,৳ 80,184
6220,Toilet Brush 24" Local,Cleaning Accessories,each,৳ 100,190
6221,Mop Cotton Refill (17") China,Cleaning Accessories,each,৳ 120,156
6222,Npoly Design Bucket With Lead (Red),Cleaning Accessories,25 ltr,৳ 306,50
6223,Magic Fiber Twist Floor Steel Mop (China),Cleaning Accessories,each,৳ 350,156
6224,Npoly Laundry Basket 15x15 inch (Blue) ,Cleaning Accessories,,৳ 165,194
6225,SS Long Handle Cotton Mop China,Cleaning Accessories,each,৳ 350,91
6226,Plastic Dust Pan,Cleaning Accessories,each,৳ 35,139
6227,Cleaning Long Plastic Mop Brush,Cleaning Accessories,each,৳ 200,190
6228,Plastic Floor Trapper Mat Red 23"x15" (China),Cleaning Accessories,each,৳ 200,167
6229,Plastic Red Broom (62") Handle Jhul Jharu (China),Cleaning Accessories,each,৳ 150,181
6230,Soft Bed Brush Merun & Ash (14"x1.5") China,Cleaning Accessories,each,৳ 160,90
6231,Cotton Floor Mat Red (Imported) (16X24 inch),Cleaning Accessories,each,৳ 280,123
6232,RFL Cane Laundry Brown Basket Big,Cleaning Accessories,each,৳ 750,170
6233,Sponge Mop Pva Refill 11 inch (Yellow),Cleaning Accessories,each,৳ 150,142
6234,Comod Pump Local 17" (Red),Cleaning Accessories,each,৳ 120,42
6235,Tyco Dishwasher Scourer,Cleaning Accessories,each,৳ 25,168
6236,Long Handle Dry Mop China,Cleaning Accessories,each,৳ 400,66
6237,Lacy's Chefwrap 45 cm X 300 mtr,Cleaning Accessories,each,৳ 950,124
8101,Me O Cat Litter Clumping Apple,Pet Accessories,5 ltr,৳ 330,151
8102,Coziecat Premium Cat Litter Lavender Flavour (Clumping),Pet Accessories,5 ltr,৳ 350,107
8103,Sanicat Cat Litter Bianca Clumping,Pet Accessories,5 ltr,৳ 500,114
8104,Coziecat Premium Cat Litter Lemon Flavour (Clumping),Pet Accessories,10 ltr,৳ 675,185
8105,Sanicat 7 Days Aloe Vera Cat litter,Pet Accessories,4 ltr,৳ 350,8
8106,Coziecat Premium Cat Litter Apple Flavour (Clumping),Pet Accessories,10 ltr,৳ 672,124
8107,Coziecat Premium Cat Litter Coffe Flavour (Clumping),Pet Accessories,10 ltr,৳ 675,53
8108,Coziecat Premium Cat Litter unscented Flavour (Clumping),Pet Accessories,10 ltr,৳ 675,148
8109,Coziecat Premium Cat Litter Lavender Flavour (Clumping),Pet Accessories,10 ltr,৳ 675,96
8110,Coziecat Premium Cat Litter Coffe Flavour (Clumping),Pet Accessories,5 ltr,৳ 350,137
8111,Cature Scooper past,Pet Accessories,each,৳ 299,135
8112,Cature Cat Litter Smart Pellet,Pet Accessories,2.4 kg,৳ 450,73
8113,Cature Scooper Pink,Pet Accessories,each,৳ 299,71
8114,Versele Laga Anti Itch Shampoo,Pet Accessories,250 ml,৳ 520,155
8115,Coziecat Premium Cat Litter unscented Flavour (Clumping),Pet Accessories,5 ltr,৳ 350,20
8116,Hobbyy Short Hair Cat Shampoo,Pet Accessories,300 ml,৳ 420,188
8117,Versele Laga White Hair Shampoo,Pet Accessories,250 ml,৳ 520,84
8118,Cature Cat Litter Sensitive (Scooper Free),Pet Accessories,2.4 kg,৳ 599,112
8119,Cature Cat Litter Freshener (Floral),Pet Accessories,450 ml,৳ 500,24
8120,Versele Laga Cat Dry Shampoo,Pet Accessories,150 ml,৳ 585,68
8121,Cature Cat Litter Tiny Pellet (Scooper Free),Pet Accessories,2.2 kg,৳ 550,90
8122,Purina Dentalife Daily Oral Care 12 Stciks,Pet Accessories,426 gm,৳ 800,179
8123,Pet8 Cotton Bud For Dog & Cat L,Pet Accessories,each,৳ 460,10
8124,Cature Cat Litter Freshener (Ocean),Pet Accessories,450 ml,৳ 500,157
8125,Cature Cat Litter odor control Pellet,Pet Accessories,2.4 kg,৳ 500,28
8126,Versele Laga Universal Shampoo,Pet Accessories,250 ml,৳ 520,135
8127,Versele Laga Perfume Her,Pet Accessories,150 ml,৳ 910,50
8128,Cature Cat Litter Smart Pellet,Pet Accessories,7.6 kg,"৳ 1,450",188
8129,Cature Cat Litter Smart Pellet (Freshener Free),Pet Accessories,7.6 kg,"৳ 1,650",183
8130,Purina Dentalife Daily Oral Care 5 Stciks,Pet Accessories,115 gm,৳ 420,95
8131,Cature Cat Litter Tiny Pellet,Pet Accessories,2.4 kg,৳ 450,43
8132,Cature Cat Litter Freshener (Grassy),Pet Accessories,450 ml,৳ 500,173
8133,Cature Cat Litter Sensitive,Pet Accessories,2.4 kg,৳ 500,86
8134,Versele Laga Puppy Shampoo,Pet Accessories,250 ml,৳ 520,141
8135,Versele Laga Oropharme Oral Spary,Pet Accessories,150 ml,৳ 585,133
8136,Versele Laga Perfume Him,Pet Accessories,150 ml,৳ 910,195
8137,Pet8 Magic Bamboo Charcoal 45 X 60 cm,Pet Accessories,50 pcs,"৳ 3,350",126
8138,Versele Laga Oropharme Cotton Stick,Pet Accessories,56 pcs,৳ 520,150
8139,Versele Laga 2 In 1 Shampoo,Pet Accessories,250 ml,৳ 545,171
8140,Drools Absolute Salmon Oil,Pet Accessories,150 ml,৳ 550,26
8141,Versele Laga Oropharme Opti Breath,Pet Accessories,250 ml,৳ 650,93
8142,Purina Dentalife Daily Oral Care 15 Stciks,Pet Accessories,345 gm,৳ 800,198
8143,Bob Martin Felight Antibacterial 4.2 lbs,Pet Accessories,,৳ 850,98
8144,Versele Laga No Pick (For Bird),Pet Accessories,100 ml,"৳ 1,365",178
8145,Versele Laga Cat Attract,Pet Accessories,200 ml,"৳ 1,560",42
9106,Farlin Baby Feeding Bottle & Nipple Cleanser Refill (BF-200-A),Baby Accessories,700 ml,৳ 501,101
9107,Smartcare Bottle & Nipple Brush Set,Baby Accessories,each,৳ 220,71
9108,Smartcare Silicon Nipple (6+ months) L,Baby Accessories,each,৳ 45,186
9109,Farlin Baby Toilet Seat Blue (BF-904),Baby Accessories,each,৳ 386,153
9110,Birthday Celebration Balloon,Baby Accessories,20 pcs,৳ 90,7
9111,Pur Baby Long Handle Soft Tip Spoon (6 Months+) (R. 5404),Baby Accessories,each,৳ 160,75
9112,Farlin Baby Bath Ball Sponge Pink (BF-309A),Baby Accessories,each,৳ 161,162
9113,Angel Nylon & Spong Feeding Bottle Brush Green (BR-1F3),Baby Accessories,each,৳ 229,46
9114,Farlin Baby Feeding Bottle & Nipple Cleanser (BF-200-5),Baby Accessories,500 ml,৳ 486,35
9115,Pur Baby Plastic Bib (Paste) (R.6904),Baby Accessories,each,৳ 240,75
9116,Farlin Baby Milk Powder Container Mixed Colour (BF-183) 4 layer,Baby Accessories,,৳ 400,32
9117,Lion Brush & Comb,Baby Accessories,each,৳ 150,160
9118,Farlin Baby Plastic Steam Cotton Buds Pink (BF-113-2),Baby Accessories,200 pcs,৳ 329,34
9119,Smartcare Baby pacifier Medicine Feeder,Baby Accessories,10 ml,৳ 215,143
9120,Angel Nylon Feeding Bottle Brush Green (BR-1F2),Baby Accessories,each,৳ 215,82
9121,Angel Bear Toothbrush Holder (Cream),Baby Accessories,,৳ 210,154
9122,Angel Baby Powder Puff With Sound (Sky Blue) (BAA-02),Baby Accessories,each,৳ 295,183
9123,Smartcare Silicon Nipple (3+ Months ) M,Baby Accessories,each,৳ 45,34
9124,Farlin Breast Pump Manual Pink (BF-638P),Baby Accessories,each,৳ 358,127
9125,Farlin Breast Pump Luxurious Manual Pink (BF-640),Baby Accessories,each,"৳ 1,250",160
9126,Farlin Baby Safety Pins Mixed Colour (BF-121-6),Baby Accessories,6 pcs,৳ 148,86
9127,Smartcare Silicon Baby Teether (6+ months),Baby Accessories,1 pc,৳ 150,155
9128,Lion Bottle & Nipple Brush,Baby Accessories,each,৳ 170,112
9129,Pur Baby Manicure Set (Blue) (R.6508),Baby Accessories,each,৳ 240,56
9130,Pur Baby Brush & Comb 1 Set (R.6905),Baby Accessories,,৳ 240,67
9131,Angel Breast Pump Normal (Pink) (BAA-22),Baby Accessories,each,৳ 270,47
9132,Lion Brest Pump Set,Baby Accessories,each,৳ 615,149
9133,Kodomo Baby Gift Set Medium 1 Box,Baby Accessories,,৳ 750,197
9134,Farlin Baby Comfortable cotsheet white (BF-431) (24"X36"),Baby Accessories,each,৳ 400,91
9135,Angel Baby Water Filled Teether sky Blue 6M+ (ST-4),Baby Accessories,each,৳ 186,170
9136,Lion Manicure Set,Baby Accessories,each,৳ 195,13
9137,Farlin Baby Floss Toothpic Pink & White (BB-50006),Baby Accessories,50 pcs,৳ 200,81
9138,Lion Milk Powder Container,Baby Accessories,each,৳ 240,142
9139,Angel Baby Water Filled Teether Pink 6M+ (ST-6),Baby Accessories,each,৳ 186,21
9140,Farlin Baby Pacifier Clip Set Red (TOP-112-2),Baby Accessories,each,৳ 329,27
9141,Angel Baby Feeding Bottle & Nipple Cleanser,Baby Accessories,500 ml,৳ 415,48
9142,Farlin Baby Silicon Gum Shooter Pink (BF-14103),Baby Accessories,each,৳ 161,149
